274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,10,10,5,5,2.5,2.5,1.25,1.25,0.625,0.625,0.3125,0.3125,0.15625,0.15625,0.078125,0.078125,0.0390625,0.0390625,0.01953125,0.01953125,0.009765625,0.009765625,0.004882813,0.004882813,0.002441406,0.002441406,
193.68,253.76,186.33,222.84,186.07,201.45,184.9,195.41,177.18,182.67,187.74,180.13,185.64,187.57,180.82,184.87,183.75,182.75,183.24,179.78,185.85,184.83,185.24,186.85,Pep257,ErbB3-pY789,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,
202.31,184.4,194.51,181.29,184.14,180.62,183.49,186.79,191.49,187.73,190.86,184.6,187.39,182.23,180.2,183.62,181.46,185.02,185.45,180.15,186.16,186.1,180.74,175.16,Pep257,ErbB3-pY789,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,
176.03,180.94,182.22,183.99,181.99,186.67,182.19,183.13,183.24,179.84,185.23,185.88,180.85,188.1,178.42,182.68,185.41,186.09,191.24,184.73,186.7,184.62,186.29,191.72,Pep257,ErbB3-pY789,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,
197.13,183.47,203.91,210.81,200.14,199.03,188.91,188.38,193.52,191.79,191.63,187.51,183.32,183.9,185.78,180.3,186.46,188.51,183.97,181.72,178.64,184.65,193.93,189.04,Pep257,ErbB3-pY789,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,
179.6,178.28,190.8,180.88,181.33,181.27,189.6,180.49,186.57,182.94,191.71,180.14,185.75,191.26,186.21,179.3,184.93,185.32,190.93,178.43,192.81,183.92,182.18,190.53,Pep257,ErbB3-pY789,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,
187.68,189.78,188.22,192.51,180.59,189.17,185.59,187.64,190.42,178.42,195.5,182.37,187.53,192.01,187.11,183.41,188.7,188.91,185.04,193.03,182.66,185.64,191.41,174.75,Pep257,ErbB3-pY789,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,
186.83,202.22,183.32,193.06,183.13,185.85,186.38,196.64,182.79,189.77,178.03,189.03,180.79,184.4,185.26,186.92,185.04,176.12,183.56,186.47,187.24,194.6,185.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.75,231.06,215.74,228.82,223.72,222.08,214.85,228.79,214.1,219.43,216.92,216.94,210.92,217.01,215.71,220.19,221.09,220.62,215.56,218.36,218.51,220.15,220.59,225.91,Pep258,ErbB2-pY735,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,
237.6,214.94,210.03,211.75,225.11,219.53,224.51,219.44,211.78,217.74,223.5,214.43,220.18,212.67,218.48,227.85,225.13,212.35,217.67,217.53,211.74,218.5,217.25,214.5,Pep258,ErbB2-pY735,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,
221.43,208.76,212.69,214.83,206.08,214.54,218,217.26,214.25,209.04,212.35,215.26,212.67,212.39,215.94,214.31,212.81,219.04,221.99,213.49,216.84,211.49,212.01,216.97,Pep258,ErbB2-pY735,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,
229.88,212.38,214.54,213.35,211.15,217.47,217.84,210.82,215.22,217.82,215.1,208.27,213.66,214.63,217.59,214.59,220.35,213.95,216.45,213.24,210.31,207.12,212.58,213.09,Pep258,ErbB2-pY735,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,
216.39,209.63,210.69,222.42,212.55,207.05,207.56,208.63,219.83,207.32,229.69,215.07,210.96,214.74,212.16,218.38,206.12,216.46,211.63,209.35,209.65,214.37,216.38,209.2,Pep258,ErbB2-pY735,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,
221.01,217.55,216.89,215.29,212.34,216.96,206.58,200.53,209.78,215.53,209.64,212.43,210.77,207.18,215.59,220.43,214.05,208.36,216.6,207.13,210.29,210.95,211.73,214.02,Pep258,ErbB2-pY735,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,
219.22,217.43,209.87,220.59,212.6,209.04,210.09,211.62,213.1,211.46,210.97,211.26,222.69,209.59,213.6,205.37,204.24,219.36,213.6,207.31,211.68,209.29,211.16,210.11,Pep258,ErbB2-pY735,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,
221.1,222.51,222.56,215.94,214.11,221.13,218.38,209.4,218.29,211.93,210.83,211.72,211.84,210.72,220.54,210.44,207.83,215.66,211.69,212.02,216.63,210.39,212.11,213.4,Pep258,ErbB2-pY735,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,
226.78,238.49,206.48,215.13,212.09,213.11,211.43,217.95,213.55,213,209.73,209.99,213.36,208.85,211.64,211.85,216.98,213.03,209.7,215.73,211.25,206.13,209.46,209.81,Pep258,ErbB2-pY735,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,
315.73,214.58,208.47,218.79,264.31,205.77,237.18,212.88,229.48,209.36,213.61,217.87,216.04,212.98,215.72,216.07,205.74,205.23,215.8,215.83,212.98,204.79,215.38,212.81,Pep258,ErbB2-pY735,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,
222.06,274.81,207.1,239.88,209.94,220.43,215.18,218.35,214.46,206.41,208.2,212.02,210.85,207.08,212.93,210.62,209.65,208.13,211.2,202.55,212.04,207.68,207.21,214.14,Pep258,ErbB2-pY735,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,
217.25,215.24,213.98,213.19,211.09,207.7,212.53,207.63,210.97,217.47,209.67,219.77,213.98,207.98,211.79,206.39,202.78,212.32,210.26,210.34,207.49,207.06,211.83,209.12,Pep258,ErbB2-pY735,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,
217.19,209.92,211.02,223.29,201.43,217.36,209.85,206.64,207.33,209.51,214.39,207.8,205.46,207.43,206.92,219.49,211.41,209.98,212.92,210.26,214.98,210.5,221.95,217.67,Pep258,ErbB2-pY735,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,
215.83,218.18,220.6,214.4,219.48,220.09,213.96,216.21,215.31,213.31,211.25,209.3,215.07,214.11,213.91,215.59,212.53,207.03,206.25,212.71,211.09,211.27,214.27,209.4,Pep258,ErbB2-pY735,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,
222.56,210.65,217.48,214.57,216.04,208.06,207.48,216.19,219.42,212.9,209.19,209.59,213.36,206.2,215.65,213.4,211.5,212.58,208.66,211.61,211.47,209.88,216.29,219.34,Pep258,ErbB2-pY735,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,
216.41,226.96,210.25,223.51,213.69,211.65,214.66,218.16,216.54,217.74,219.16,216.52,212.61,213.67,218.25,213.59,219.04,215.78,210.01,211.33,216.07,224.52,210.95,213.36,Pep258,ErbB2-pY735,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,
212.38,214.54,213.35,211.15,217.47,217.84,210.82,215.22,217.82,215.1,208.27,213.66,214.63,217.59,214.59,220.35,213.95,216.45,213.24,210.31,207.12,212.58,213.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,163.01,167.72,165.97,163.1,166.55,165.72,164.74,166.13,166.21,166.58,156.05,164.48,165.69,171.26,169.38,177.18,164.09,170.25,170.96,182.85,171.97,171.48,184.73,Pep261,ErbB2-pY1112,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,
164.23,169.81,166.68,161.34,165.28,154.66,161.84,157.93,160.96,168.4,162.08,161.21,159.66,153.46,163.1,153.46,158.61,165.09,156.64,163.89,172.68,168.68,169.37,168.47,Pep261,ErbB2-pY1112,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,
160.19,155.14,163.35,156.93,157.27,157.25,173.54,167.15,161.9,156.85,173.18,168.34,159.6,157.95,173.28,161.05,172.46,172.86,169.63,163.3,168.13,173.09,170.23,164.07,Pep261,ErbB2-pY1112,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,
174.5,167.6,162.1,160.21,164.3,159.84,173.56,165.88,172.96,166.41,162.54,165.91,170.3,168.72,167.89,168.92,160.82,173.31,165.88,166.89,167.63,166.83,165.82,161.64,Pep261,ErbB2-pY1112,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,
161.04,154.97,146.12,159.95,151.91,163.02,167.37,164.63,156.06,163.5,153.21,158.53,170.89,168.66,163.88,173.91,174.96,167.86,168.77,163.54,159.29,172.28,170.38,161.88,Pep261,ErbB2-pY1112,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,
164.92,166.68,162.64,165.95,160.59,173.03,159.31,169.46,171.48,175.06,171.41,175.87,168.39,166.76,161.69,168.66,169.15,176.51,173.56,169.13,164.4,173.11,166.77,161.94,Pep261,ErbB2-pY1112,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,
170.46,155.33,152.91,154,158.49,156.6,170.11,161.24,145.17,167.26,154.34,164.92,157.51,171.42,147.83,169.6,169.83,157.72,170.21,168.02,172.13,168.95,173.79,156.28,Pep261,ErbB2-pY1112,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,
163.62,162.44,167.35,165.56,167.43,164.35,170.92,174.59,168.24,172.87,167.19,167.61,170.06,174.08,167.89,166.68,164.74,159.84,165.82,168.88,167.19,171.05,160.99,173.25,Pep261,ErbB2-pY1112,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,
162.55,160.13,167.49,156.32,166.36,170.13,154.28,149.09,165.85,169.75,169.8,155.76,174.79,158.86,173.73,166.68,174.77,166.25,168.72,172.17,164.92,168.6,172.95,167.23,Pep261,ErbB2-pY1112,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,
156.17,165.37,160.83,153.4,168.96,167.8,160.78,164.27,160.5,174.93,176.23,158.94,175.03,163.46,167.27,170.76,175.12,169.6,166.69,174.36,177.17,168.14,171.69,154.18,Pep261,ErbB2-pY1112,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,
164.98,152.18,152.41,164.15,153.88,164.98,158.01,171.58,152.95,168.01,152.61,164.46,157.39,166.77,170.23,165.48,161.35,174.39,157.8,170.76,171.71,168.73,167.89,173.16,Pep261,ErbB2-pY1112,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,
172.9,161.86,165.7,174.8,155.36,167.78,169.77,169.05,167.79,162.54,161.48,172.25,165.64,167.82,164.31,169.28,168.49,166.56,169.1,169.07,175.58,169.77,169.61,164.23,Pep261,ErbB2-pY1112,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,
147.93,154.43,163.05,164.58,154.18,165.48,156.42,170.74,158.12,172.64,156.46,166.12,169.11,169.56,173.14,166.94,166.78,169.26,172.46,167.82,175.83,167.66,176.18,168.42,Pep261,ErbB2-pY1112,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,
151.56,168.43,168.98,167.21,166.04,154.14,166.27,168.6,162.98,162.16,170.05,168.51,169.99,156.86,163.89,165.8,172.79,176.41,169.99,164.88,172.48,172.6,171.63,166.82,Pep261,ErbB2-pY1112,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,
146.91,147.44,162.36,174.28,160.1,150.94,158.93,155.39,156.74,171.95,165.03,153.75,167.62,160.73,169.55,157.53,169.63,171.7,150.68,169.57,156.38,166.93,172.45,165.24,Pep261,ErbB2-pY1112,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,
168.1,153.67,158.32,158.8,158.97,163.39,164.12,168.2,162.26,159.53,166.19,163.77,167.85,166.62,162.18,173.44,170.96,173.39,169.64,168.79,172.24,166.97,162.16,164.5,Pep261,ErbB2-pY1112,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,
167.6,162.1,160.21,164.3,159.84,173.56,165.88,172.96,166.41,162.54,165.91,170.3,168.72,167.89,168.92,160.82,173.31,165.88,166.89,167.63,166.83,165.82,161.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235.4,166.1,215.25,164.67,193.51,167.76,186.49,167.39,171.49,164.33,168.52,157.78,177.39,161.55,170.09,170.24,169.85,172.58,165.57,170.25,173.27,171.92,168.18,173.35,Pep263,ErbB2-pY772,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,
174.83,186.75,165.69,173.82,159.95,176.04,168.99,175.92,173.93,171.65,157.92,160.94,166.71,167.94,178.92,170.12,179.25,173.96,162.61,176.18,168.17,177.09,170.33,174.21,Pep263,ErbB2-pY772,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,
190.33,160.95,177.12,175.86,170.32,174.69,172.64,173.12,178.08,169.23,178.04,181.22,177.06,166.16,174.17,172.54,174.94,178.71,171.22,174.59,176.43,177.39,175.78,169.49,Pep263,ErbB2-pY772,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,
167.83,172.43,177.83,157.54,156.26,154.76,175.47,172.94,178.5,178.12,175.52,177.26,171.15,177.91,169.48,179.99,174.5,176.04,174.58,178.58,176.53,177.03,179.29,174.68,Pep263,ErbB2-pY772,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,
169.34,165.54,176.79,175.69,172.38,171.76,161.05,155.03,174.69,173.38,172.71,171.82,177.8,163.13,174.13,172.31,175.93,168.83,171.6,180.37,178.43,175.06,177.08,163.52,Pep263,ErbB2-pY772,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,
173.57,180.92,159.6,171.83,155.18,164.51,170.11,170.01,176.71,169.75,174.21,175.68,173.48,171.15,172.5,172.4,170.63,169.77,178.67,181.76,178.49,176.5,177.15,167.94,Pep263,ErbB2-pY772,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,
230.6,175.76,229.92,165.73,204.81,180.74,204.7,170.5,193.29,170,177.09,165.83,182.12,167.81,175.35,170.62,178.48,173.51,174.69,172.59,175.36,172.18,174.96,174.33,Pep263,ErbB2-pY772,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,
178.51,178.3,176.08,174.23,165.42,173.1,179.05,177.9,175.54,172.82,171.54,174.7,172.39,174.49,173.63,171.89,178.49,169.84,172.82,171.43,178.29,173.24,175.06,168.87,Pep263,ErbB2-pY772,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,SYK-C,TNS1,
161.25,157.11,162.8,234.16,163.99,217.12,174.77,192.08,178.76,189.77,179.52,164.88,172.62,177.6,174.55,173.37,173.88,160.36,169.35,172.2,174.24,171.11,170.35,171,Pep263,ErbB2-pY772,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,TNS3,PIK3R1-NC,
162.56,171.55,173.71,168.59,168.09,180.01,177.36,162.31,175.23,167.7,165.51,171.29,175.83,173.01,171.18,174.88,182.7,175.35,170.77,176.03,176.02,176.39,170.64,173.09,Pep263,ErbB2-pY772,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,
165.73,166.6,186.95,169.1,160.75,157.76,175.77,178.61,176.11,169.41,177.71,170.1,175.81,173.22,172.45,173.17,174.97,171.77,164.25,172.8,180.1,172.19,172.15,169.22,Pep263,ErbB2-pY772,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,
223.35,156.12,205.8,165.83,189.42,176.26,181.71,175.71,184.81,174,175.85,170.25,176.52,175.14,170.86,168.19,180.32,173.43,170.86,179.2,173.96,173.32,175.46,161.76,Pep263,ErbB2-pY772,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,
161.25,173.81,180.47,165.61,170.19,160.58,177.58,175.9,177.88,153.59,171.06,163.12,175.15,179.35,171.8,172.45,173.64,174.84,175.54,175.94,180.13,171.5,176.57,176.89,Pep263,ErbB2-pY772,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,
163.61,179.85,176.21,171.45,167.29,183.23,176.04,168.58,167.07,170.15,167.53,170.16,172.48,169.83,177.24,176.04,171.02,175.14,174.59,179.22,176.26,172.43,174.37,178.34,Pep263,ErbB2-pY772,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,
